HSA vs ARA|HSA vs DME|MUS vs HSA,MUS vs DME|MUS vs HSA|MUS vs ARA,HSA vs ARA|HSA vs DME|MUS vs DME|MUS vs HSA|MUS vs ARA,HSA vs DME|MUS vs DME|ARA vs DME,HSA vs DME|MUS vs DME|MUS vs HSA|MUS vs ARA|ARA vs DME,HSA vs ARA|MUS vs ARA|ARA vs DME,HSA vs ARA|MUS vs DME|MUS vs HSA|MUS vs ARA|ARA vs DME,HSA vs ARA|HSA vs DME|MUS vs HSA|MUS vs ARA|ARA vs DME,HSA vs ARA|HSA vs DME|MUS vs DME|MUS vs ARA|ARA vs DME,HSA vs ARA|HSA vs DME|MUS vs DME|MUS vs HSA|ARA vs DME,HSA vs ARA|HSA vs DME|MUS vs DME|MUS vs HSA|MUS vs ARA|ARA vs DME
K07514,K10527,K07513,K01757,K00430,K01782,K00059,K01053,K07127,K00665,K09458
K07418,K14674,K09828,K00115,K00753,K00647,K02372,K00798,,K07515,K00249
K18533,K00811,K03505,K20730,K16055,K01692,K00208,K01556,,K07508,K00232
K00022,K14153,K00801,K14464,K00264,K00812,K03787,K00681,,K07509,K00940
K17718,K01904,K00512,K01101,K01792,K05550,K02527,K01480,,K07511,K00128
K13644,K13789,K07408,K15890,K00365,K01716,K02109,K01712,,K19970,K03783
K00716,K10781,K00227,,,K11751,K02115,K05606,,K00804,K00274
K07409,K01739,K01824,,,K05549,K02335,K00548,,K00288,K14455
K17719,K09753,K00306,,,K05784,K01601,K01847,,K00129,K14085
K00157,K13034,K00213,,,K05783,K01695,K01745,,K16343,K14454
K03334,K13941,K16904,,,K13953,K02113,K00315,,K11787,K01081
K00545,K00514,K05917,,,K00446,K01704,K01468,,K09478,K00615
K00255,K13998,K07437,,,K07104,K00817,K00758,,K00505,K12309
K00149,K18649,K00222,,,K01624,K01738,K01965,,K03506,K07512
K07966,K12447,K01583,,,K11645,K01696,K01966,,K02332,K01623
K00488,K00422,K14379,,,K02338,K01652,K00355,,K02333,K01047
K17709,K14759,K00511,,,K00788,K01703,K18334,,K12405,K00001
K07434,K01602,K07964,,,K02111,K01919,K01710,,K00248,K12373
K01513,K02723,K01054,,,K03046,K03183,,,K03959,K00873
K16342,K08902,K05857,,,K01563,K01190,,,K11204,K00121
K03368,K01595,K07748,,,K02339,K01653,,,K00273,K00993
K00498,K03542,K00913,,,K02341,K11717,,,K03964,K03022
K16817,K00083,K00863,,,K02343,K01662,,,K03951,K03006
K14621,K02721,K01068,,,K01491,K01256,,,K03958,K03010
K00780,K02293,K18207,,,K03060,K01687,,,K03883,K03009
K08726,K05280,K00558,,,K02301,K05349,,,K03935,K00965
K00709,K06443,K05305,,,K00796,K01938,,,K00415,K02320
K07968,K02716,K12235,,,K02108,K01805,,,K03960,K02257
K12406,K14272,K13513,,,K00824,K01918,,,K03948,K03020
K12047,K13066,K11153,,,K02337,K00053,,,K11351,K03015
K17689,K15422,K17398,,,K02110,K00748,,,K11205,K03000
K07967,K03541,K08730,,,K03040,K01760,,,K03962,K02259
K08748,K06001,K05906,,,K02342,K02291,,,K00070,K03504
K00781,K08903,K16911,,,K02112,K01438,,,K11540,K03025
K00715,K08901,,,,K03043,K14652,,,K01697,K03021
K00725,K00601,,,,K00795,K01626,,,K03882,K02684
K07433,K02717,,,,K02340,K00620,,,K02272,K03019
K03369,K02636,,,,K02114,K01006,,,K00420,K02325
K00994,K10047,,,,K02300,K00013,,,K03957,K03016
K00431,K00860,,,,K00341,K11752,,,K03884,K10808
K07632,K13065,,,,K02302,K00794,,,K15759,K03027
K13369,K18121,,,,K00337,K00278,,,K02264,K02327
K00718,K00588,,,,K00335,K00052,,,K13370,K03013
K00251,K19562,,,,K02275,K01179,,,K02268,K03002
K07415,K16054,,,,K03782,K01610,,,K02273,K03026
K01203,K09839,,,,K00425,K01736,,,K01758,K02350
K17690,K02641,,,,K00945,K00765,,,K03968,K03008
K13980,K18151,,,,K00525,K16871,,,K01195,K03007
K17683,K05278,,,,K11381,K01114,,,K03961,K03011
K07633,K12524,,,,K00333,K00919,,,K03954,K02328
K03967,K20623,,,,K10217,K02535,,,K02263,K03023
K07758,K14066,,,,K02274,K01735,,,K03881,K00844
K00659,K01188,,,,K00331,K12448,,,K00418,K02685
K00719,K13484,,,,K00338,K00895,,,K03956,K02321
K13368,K00550,,,,K00526,K00074,,,K03936,K10807
K12316,K04713,,,,K00343,K03517,,,K00710,K03005
K13809,K00122,,,,K00340,K00606,,,K00717,K01988
K13952,K05928,,,,K00336,K08679,,,K11142,K03014
K01071,K06949,,,,K02297,K00145,,,K00049,K02324
K03376,K01193,,,,K00334,K00648,,,K14394,K00826
K03663,K00454,,,,K01920,K00847,,,K02318,K00797
K00414,K00652,,,,K11175,K01956,,,K02129,K01593
K13951,K13519,,,,K02276,K00130,,,K00699,K00011
K12317,K09587,,,,K00342,K01693,,,K13499,K03017
K00551,K13832,,,,K00339,K01733,,,K01796,K03004
K07634,K09754,,,,K02299,K00878,,,K09479,K02999
K00037,K02548,,,,K03149,K01923,,,K00072,K00275
K13990,K13035,,,,K13821,K00609,,,K01136,K00787
K13373,K09834,,,,K02298,K00655,,,K13403,K03012
K01837,K09838,,,,K00426,K00133,,,K01106,K03024
K03944,K01184,,,,K00570,K09903,,,K02131,K01495
K17721,K13600,,,,K00332,K00640,,,K01077,K02326
K02271,K11755,,,,K00330,K01778,,,K00747,K03018
K03947,K12639,,,,K00823,K00703,,,K01594,K01580
K07422,K20896,,,,K02224,K00928,,,K00771,K03945
K00727,K08099,,,,K01791,K06041,,,K01196,K00031
K10524,K09590,,,,K00015,K00677,,,K08764,K09699
K01229,K06444,,,,K00127,K03527,,,K11140,K00413
K00461,K13606,,,,K00568,K01586,,,K13524,K00827
K03877,K04040,,,,K00244,K01627,,,K03372,K09658
K17687,K00559,,,,K11177,K01961,,,K00237,K21456
K01197,K20860,,,,K00969,K00800,,,K00002,K03937
K00825,K13679,,,,K07258,K01633,,,K03662,K02265
K14073,K09589,,,,K13038,K00766,,,K02130,K03940
K14075,K18857,,,,K13482,K01817,,,K20967,K03943
K17989,K09840,,,,K13483,K01933,,,K01217,K01425
K11987,K01213,,,,K00769,K00930,,,K01046,K03966
K11992,K09755,,,,K01457,K00975,,,K01107,K00830
K13512,K00028,,,,K01666,K01962,,,K01587,K00166
K07420,K12637,,,,K16171,K01638,,,K02125,K11353
K03371,K04120,,,,K01856,K00099,,,K01137,K11188
K00735,K17744,,,,K00024,K15634,,,K01435,K03939
K09668,K15919,,,,K11753,K01945,,,K02370,K03953
K08022,K10525,,,,K06016,K03526,,,K01737,K01061
K05901,K02492,,,,K01740,K02563,,,K01080,K13421
K09661,K20457,,,,K17722,K03637,,,K01109,K13800
K12409,K01657,,,,K01808,K00793,,,K02127,K03946
K12664,K00549,,,,K12506,K01714,,,K01432,K00382
K07969,K08232,,,,K17723,K00215,,,K06134,K02260
K05604,K01762,,,,K00941,K00912,,,K10105,K00417
K18966,K03404,,,,K00239,K00859,,,K00501,K00411
K17720,K00872,,,,K00220,K01649,,,K01908,K03955
K00044,K02695,,,,K19221,K01637,,,K01097,K00276
K01763,K01663,,,,K05936,K01609,,,K00746,K03879
K18311,K05282,,,,K02233,K01000,,,K00728,K00602
K12348,K20772,,,,K05366,K00891,,,K09881,K02267
K00613,K03714,,,,K05934,K01814,,,K00456,K00287
K16816,K00660,,,,K11263,K01465,,,K01084,K02262
K00460,K00696,,,,K01485,K01845,,,K00669,K00106
K01477,K00630,,,,K00240,K01012,,,K19572,K00939
K00497,K20547,,,,K13481,K00979,,,K00357,K01681
K18310,K09835,,,,K01243,K01955,,,K01596,K03934
K17691,K01244,,,,K05895,K02160,,,K18082,K03950
K10157,K00392,,,,K00126,K03809,,,K00734,K00600
K14592,K14184,,,,K01821,K14977,,,K05294,K02256
K13534,K15918,,,,K04042,K01426,,,K13509,K00868
K14074,K05894,,,,K11178,,,,K14163,K03942
K12298,K00051,,,,K00241,,,,K01135,K03965
K00513,K02693,,,,K02231,,,,K21032,K00167
K14076,K15803,,,,K04765,,,,K14459,K00815
K00509,K09837,,,,K00480,,,,K05304,K00626
K10214,K00475,,,,K00242,,,,K01565,K03878
K13402,K12502,,,,K16165,,,,K00983,K11352
K14452,K00770,,,,K02227,,,,K01793,K02258
K00544,K00487,,,,K00124,,,,K19873,K00605
K03479,K14423,,,,K03524,,,,K18201,K03941
K09662,K15849,,,,K06042,,,,K12353,K03952
K07436,K15744,,,,K01078,,,,K00911,K02261
K09674,K05531,,,,K00762,,,,K02577,K13248
K01108,K08917,,,,K01625,,,,K13240,K03949
K01242,K08246,,,,K12972,,,,K02366,K01187
K00079,K02698,,,,K03394,,,,K14410,K03880
K03766,K01214,,,,K01617,,,,K21418,K00416
K01202,K00899,,,,K03381,,,,K00720,K00760
K00741,K13427,,,,K00821,,,,K20278,K02266
K17399,K15633,,,,K00123,,,,K08729,K00412
K00542,K05933,,,,K02225,,,,K14286,K01810
K12407,K00705,,,,K00925,,,,K00750,K00419
K00849,K08913,,,,K00035,,,,K13711,K03963
K14456,K15227,,,,K00931,,,,K00502,K03938
K01830,K10960,,,,K01439,,,,K00693,K16860
K17726,K01051,,,,K00303,,,,K00733,K01648
K07971,K03715,,,,K03752,,,,K00778,K00616
K01437,K13384,,,,K01744,,,,K00846,K02134
K11160,K15893,,,,K00116,,,,K12350,K02137
K00704,K12930,,,,K01207,,,,K13247,K01783
K00323,K04035,,,,K00957,,,,K06240,K02140
K13242,K03403,,,,K01430,,,,K16794,K12349
K00084,K12251,,,,K00954,,,,K00629,K05350
K11148,K08081,,,,K01607,,,,K04097,K12657
K00506,K01094,,,,K04073,,,,K00816,K01092
K03419,K10046,,,,K00883,,,,K01201,K02152
K15680,K03405,,,,K01775,,,,K07750,K02149
K01045,K16903,,,,K01925,,,,K00738,K01641
K14756,K09591,,,,K03639,,,,K18086,K05546
K03373,K15747,,,,K01239,,,,K00731,K15728
K01852,K09833,,,,K02229,,,,K09880,K00164
K17728,K10206,,,,K00325,,,,K00923,K02132
K02368,K05298,,,,K01055,,,,K08683,K18532
K01832,K09841,,,,K00097,,,,K01044,K03842
K00553,K08915,,,,K09020,,,,K00802,K07151
K07820,K10717,,,,K03336,,,,K10158,K13811
K03375,K18447,,,,K02189,,,,K18083,K00942
K01948,K13366,,,,K01963,,,,K08074,K02147
K11146,K00991,,,,K03750,,,,K07819,K00814
K01896,K12446,,,,K00867,,,,K00953,K00029
K18309,K09842,,,,K02536,,,,K08660,K00721
K10207,K01658,,,,K09471,,,,K05858,K02144
K10705,K01113,,,,K00137,,,,K01116,K02136
K05307,K01859,,,,K10026,,,,K00803,K14156
K09673,K15398,,,,K01621,,,,K01441,K03844
K11150,K14413,,,,K02500,,,,K00139,K10251
K06124,K18010,,,,K05878,,,,K02367,K03426
K07438,K04123,,,,K00992,,,,K15779,K01772
K18152,K04121,,,,K00041,,,,K00314,K00235
K11154,K01100,,,,K01486,,,,K00453,K03661
K07431,K01723,,,,K00014,,,,K00503,K12666
K07970,K00225,,,,K01903,,,,K08964,K00999
K00739,K02692,,,,K01483,,,,K02564,K01942
K00543,K00423,,,,K09882,,,,K00772,K08744
K00452,K10536,,,,K11472,,,,K13273,K00231
K19006,K14424,,,,K00301,,,,K00486,K09659
K00463,K01592,,,,K11754,,,,K15730,K02153
K00976,K12449,,,,K00694,,,,K12351,K01557
K02579,K02552,,,,K02232,,,,K00861,K01915
K09672,K00855,,,,K00874,,,,K01008,K00140
K00657,K02701,,,,K09018,,,,K15013,K03644
K11067,K21480,,,,K03147,,,,K16795,K00611
K11394,K14682,,,,K00950,,,,K03331,K03841
K19007,K03146,,,,K08281,,,,K10203,K00759
K11152,K00517,,,,K01589,,,,K19177,K00026
K17547,K16190,,,,K00075,,,,K12505,K01488
K09657,K18453,,,,K02228,,,,K12504,K03846
K00214,K13508,,,,K00595,,,,K10106,K02126
K05860,K02694,,,,K08322,,,,K05357,K01115
K03792,K02201,,,,K03474,,,,K00944,K00025
K13241,K05277,,,,K01776,,,,K10249,K02128
K04119,K16818,,,,K00042,,,,,K01756
K15717,K01770,,,,K07404,,,,,K14157
K21052,K08912,,,,K01921,,,,,K08967
K03494,K11808,,,,K03621,,,,,K04487
K09663,K14190,,,,K03431,,,,,K00457
K15374,K01568,,,,K03335,,,,,K01555
K04628,K09480,,,,K09024,,,,,K02148
K08021,K17761,,,,K00104,,,,,K00281
K13997,K00131,,,,K01569,,,,,K02151
K02369,K00218,,,,K00322,,,,,K05605
K01831,K20884,,,,K01560,,,,,K00850
K01794,K14760,,,,K07102,,,,,K01431
K09653,K10775,,,,K01685,,,,,K03843
K01946,K18368,,,,K01428,,,,,K01176
K00933,K00695,,,,K03464,,,,,K00294
K03374,K01853,,,,K00138,,,,,K02138
K00722,K08905,,,,K00971,,,,,K03848
K15729,K06119,,,,K16371,,,,,K02135
K12352,K19073,,,,K15371,,,,,K01255
K00510,K11816,,,,K01752,,,,,K01754
K12665,K08916,,,,K08351,,,,,K02146
K11001,K00938,,,,K01941,,,,,K00968
K00807,K02699,,,,K00077,,,,,K02150
K01132,K14412,,,,K01631,,,,,K00943
K09666,K15746,,,,K01494,,,,,K00831
K19872,K19517,,,,K00040,,,,,K00591
K00541,K05275,,,,K01841,,,,,K00876
K07419,K20979,,,,K02502,,,,,K03845
K00779,K01850,,,,K03735,,,,,K00207
K05861,K13082,,,,K13503,,,,,K02133
K00893,K04122,,,,K01523,,,,,K00658
K03370,K08914,,,,K01198,,,,,K15376
K03392,K05359,,,,K01713,,,,,K12668
K03462,K00818,,,,K01591,,,,,K01895
K02576,K00262,,,,K06920,,,,,K00286
K11182,K15920,,,,K01496,,,,,K02155
K00904,K01427,,,,K13609,,,,,K01599
K11151,K10526,,,,K01473,,,,,K01230
K00742,K03428,,,,K04518,,,,,K12667
K04714,K01661,,,,K00135,,,,,K01755
K09656,K09832,,,,K02517,,,,,K01464
K00489,K10760,,,,K02793,,,,,K02145
K07965,K03696,,,,K01031,,,,,K01940
K16069,K13083,,,,K00010,,,,,K00927
K13748,K13545,,,,K02501,,,,,K00236
K00622,K08242,,,,K18676,,,,,K01807
K12354,K15397,,,,K00101,,,,,K18592
K01062,K15404,,,,K00450,,,,,K01620
K11149,K13071,,,,K04486,,,,,K00654
K02578,K05907,,,,K02438,,,,,K12670
K01827,K02083,,,,K00822,,,,,K00134
K13517,K13496,,,,K01924,,,,,K03801
K13937,K15891,,,,K09883,,,,,K00967
K18123,K15086,,,,K00956,,,,,K12669
K00515,K09588,,,,K02230,,,,,K01476
K01019,K04125,,,,K00259,,,,,K00234
K13485,K05356,,,,K04092,,,,,K01647
K05859,K13233,,,,K01429,,,,,K13510
K00458,K08248,,,,K16163,,,,,K02154
K12408,K18881,,,,K02204,,,,,K01698
K07249,K13081,,,,K00481,,,,,K01711
K07553,K08241,,,,K13786,,,,,K19801
K21031,K12451,,,,K04719,,,,,K01205
K13712,K10534,,,,K01676,,,,,K00297
K18202,K12742,,,,K00697,,,,,K01613
K00744,K15889,,,,K09021,,,,,K01590
K09654,K08233,,,,K12256,,,,,K00643
K07635,K15095,,,,K03185,,,,,K06126
K11538,K00284,,,,K00449,,,,,K00856
K10247,K21026,,,,K03337,,,,,K00869
K10226,K18693,,,,K01424,,,,,K01082
K17360,K04124,,,,K00324,,,,,K01803
K10250,K00366,,,,K03736,,,,,K11262
K10248,K08695,,,,K00305,,,,,K00108
K10244,K15892,,,,K01032,,,,,K00763
K10205,K10528,,,,K09472,,,,,K17497
,K08101,,,,K00003,,,,,K07432
,K13234,,,,K00304,,,,,K00058
,,,,,K00790,,,,,K01183
,,,,,K09474,,,,,K01520
,,,,,K01902,,,,,K01079
,,,,,K00651,,,,,K03858
,,,,,K01690,,,,,K00700
,,,,,K05351,,,,,K00033
,,,,,K03179,,,,,K00547
,,,,,K00381,,,,,K04718
,,,,,K05879,,,,,K03434
,,,,,K02554,,,,,K00981
,,,,,K07106,,,,,K01899
,,,,,K01857,,,,,K17108
,,,,,K06131,,,,,K01254
,,,,,K03786,,,,,K01930
,,,,,K00299,,,,,K02434
,,,,,K00266,,,,,K01784
,,,,,K10764,,,,,K03849
,,,,,K02303,,,,,K00949
,,,,,K01635,,,,,K00972
,,,,,K00039,,,,,K00888
,,,,,K00302,,,,,K00261
,,,,,K03430,,,,,K00737
,,,,,K01684,,,,,K00254
,,,,,K08591,,,,,K19269
,,,,,K00147,,,,,K01800
,,,,,K00148,,,,,K01952
,,,,,K00265,,,,,K01689
,,,,,K17103,,,,,K07441
,,,,,K01588,,,,,K00901
,,,,,K01916,,,,,K00995
,,,,,K11473,,,,,K00915
,,,,,K13060,,,,,K10712
,,,,,K00064,,,,,K01858
,,,,,K00390,,,,,K01749
,,,,,K01801,,,,,K01953
,,,,,K01929,,,,,K18081
,,,,,K00674,,,,,K08963
,,,,,K03153,,,,,K07542
,,,,,K00845,,,,,K09680
,,,,,K01091,,,,,K01886
,,,,,K01474,,,,,K05287
,,,,,K09457,,,,,K02435
,,,,,K09023,,,,,K00761
,,,,,K01707,,,,,K01969
,,,,,K00768,,,,,K00948
,,,,,K00448,,,,,K01074
,,,,,K01686,,,,,K00894
,,,,,K09459,,,,,K01489
,,,,,K13766,,,,,K00012
,,,,,K03338,,,,,K03635
,,,,,K01840,,,,,K05292
,,,,,K00117,,,,,K00820
,,,,,K06998,,,,,K00791
,,,,,K20449,,,,,K00767
,,,,,K01781,,,,,K00019
,,,,,K03897,,,,,K00318
,,,,,K02510,,,,,K01231
,,,,,K05710,,,,,K00851
,,,,,K10621,,,,,K01611
,,,,,K01628,,,,,K05289
,,,,,K00363,,,,,K00819
,,,,,K18029,,,,,K01581
,,,,,K01912,,,,,K01835
,,,,,K10680,,,,,K00088
,,,,,K20807,,,,,K01823
,,,,,K00808,,,,,K01099
,,,,,K16844,,,,,K00966
,,,,,K00067,,,,,K13506
,,,,,K03519,,,,,K06125
,,,,,K02364,,,,,K00228
,,,,,K03380,,,,,K01466
,,,,,K10221,,,,,K11529
,,,,,K02523,,,,,K01598
,,,,,K01576,,,,,K00253
,,,,,K01750,,,,,K01634
,,,,,K20942,,,,,K00857
,,,,,K01799,,,,,K01897
,,,,,K18541,,,,,K01951
,,,,,K03520,,,,,K01900
,,,,,K04100,,,,,K00764
,,,,,K06193,,,,,K03861
,,,,,K17836,,,,,K00472
,,,,,K01502,,,,,K00963
,,,,,K01790,,,,,K01487
,,,,,K19191,,,,,K00789
,,,,,K01721,,,,,K00884
,,,,,K01060,,,,,K00889
,,,,,K01734,,,,,K00736
,,,,,K00362,,,,,K05288
,,,,,K03823,,,,,K10572
,,,,,K00529,,,,,K05283
,,,,,K16514,,,,,K00645
,,,,,K19267,,,,,K03857
,,,,,K00973,,,,,K01597
,,,,,K00806,,,,,K05291
,,,,,K04101,,,,,K01519
,,,,,K03518,,,,,K01578
,,,,,K16873,,,,,K01640
,,,,,K10622,,,,,K00560
,,,,,K14083,,,,,K00688
,,,,,K00057,,,,,K01493
,,,,,K00372,,,,,K00500
,,,,,K20941,,,,,K01011
,,,,,K10218,,,,,K06127
,,,,,K03562,,,,,K01785
,,,,,K01004,,,,,K00387
,,,,,K15054,,,,,K00726
,,,,,K01820,,,,,K01251
,,,,,K00023,,,,,K00757
,,,,,K18030,,,,,K01087
,,,,,K18335,,,,,K01934
,,,,,K06606,,,,,K00854
,,,,,K16841,,,,,K00036
,,,,,,,,,,K04710
,,,,,,,,,,K00020
,,,,,,,,,,K01719
,,,,,,,,,,K13523
,,,,,,,,,,K00627
,,,,,,,,,,K01194
,,,,,,,,,,K00902
,,,,,,,,,,K01939
,,,,,,,,,,K02437
,,,,,,,,,,K00016
,,,,,,,,,,K00729
,,,,,,,,,,K00162
,,,,,,,,,,K08678
,,,,,,,,,,K00914
,,,,,,,,,,K11147
,,,,,,,,,,K01679
,,,,,,,,,,K03860
,,,,,,,,,,K00008
,,,,,,,,,,K05285
,,,,,,,,,,K00021
,,,,,,,,,,K03103
,,,,,,,,,,K14677
,,,,,,,,,,K02377
,,,,,,,,,,K00252
,,,,,,,,,,K03850
,,,,,,,,,,K01490
,,,,,,,,,,K05284
,,,,,,,,,,K06210
,,,,,,,,,,K04712
,,,,,,,,,,K20279
,,,,,,,,,,K00864
,,,,,,,,,,K04708
,,,,,,,,,,K01816
,,,,,,,,,,K01958
,,,,,,,,,,K05293
,,,,,,,,,,K02433
,,,,,,,,,,K06928
,,,,,,,,,,K05286
,,,,,,,,,,K07541
,,,,,,,,,,K01834
,,,,,,,,,,K01885
,,,,,,,,,,K11517
,,,,,,,,,,K00030
,,,,,,,,,,K01968
,,,,,,,,,,K00858
,,,,,,,,,,K01057
,,,,,,,,,,K05290
,,,,,,,,,,K01228
,,,,,,,,,,K01001
,,,,,,,,,,K03847
,,,,,,,,,,K00161
,,,,,,,,,,K01809
,,,,,,,,,,K05607
,,,,,,,,,,K03859
,,,,,,,,,,K01950
,,,,,,,,,,K08738
,,,,,,,,,,K00451
,,,,,,,,,,K11155
,,,,,,,,,,K01937
,,,,,,,,,,K05309
,,,,,,,,,,K01922
,,,,,,,,,,K10532
,,,,,,,,,,K01836
,,,,,,,,,,K00006
,,,,,,,,,,K01070
,,,,,,,,,,K00111
,,,,,,,,,,K10258
,,,,,,,,,,K00485
,,,,,,,,,,K01512
,,,,,,,,,,K05955
,,,,,,,,,,K03781
,,,,,,,,,,K05954
,,,,,,,,,,K01443
,,,,,,,,,,K10703
,,,,,,,,,,K11778
,,,,,,,,,,K00587
,,,,,,,,,,K08658
,,,,,,,,,,K06013
